,tau_0,tau_2542,tau_5084,tau_7627,tau_10169,tau_12711,tau_15254,tau_17796,tau_20338,tau_22881,tau_25423,tau_27966,tau_30508,tau_33050,tau_35593,tau_38135,tau_40677,tau_43220,tau_45762,tau_48305,tau_50847,tau_53389,tau_55932,tau_58474,tau_61016,tau_63559,tau_66101,tau_68644,tau_71186,tau_73728,tau_76271,tau_78813,tau_81355,tau_83898,tau_86440,tau_88983,tau_91525,tau_94067,tau_96610,tau_99152,tau_101694,tau_104237,tau_106779,tau_109322,tau_111864,tau_114406,tau_116949,tau_119491,tau_122033,tau_124576,tau_127118,tau_129661,tau_132203,tau_134745,tau_137288,tau_139830,tau_142372,tau_144915,tau_147457,tau_150000
drop_0.41,0.028907672361971656,0.003604916252388499,0.0022613199289569143,0.0028942495724475015,0.003846317882770509,0.0004250548278913351,0.0024501098943096613,0.0011615625567962067,0.0015525579858801486,0.0014070470265489577,0.002255960341283598,0.0013461300229376137,0.0011908994256468902,0.0014685296067700783,0.0011718246923763224,0.0007622915316935565,0.001255544110147941,0.0014710782259674952,0.0016290485732317088,0.0003778071873836343,0.001254691985320694,0.001579464657375943,0.0011106197464046687,0.0008085297005881942,0.0008229178601025092,0.0013522512285114691,0.0003733116348267745,0.0005597799774757608,0.00038814649778047067,0.0011017901500075633,0.0014902889156478605,0.0009696866206725907,0.0007707483645856984,0.001375562324571348,0.00030586768194003697,0.0014449436777420482,0.0007936256016946522,0.0004946856262212263,0.0006081233245183716,0.0006008250867997136,0.0006960313416765358,0.0007866240135279017,0.0005286552561148797,0.0006579710799657235,0.0006244072328452797,0.0002268380765180018,0.0005027942676803883,0.0008694013772931539,0.0006589689246140505,0.0009870451247029207,0.000545303463578447,0.0009515008355989119,0.00029815943619110644,0.0007600164987022173,0.0010148045252455881,0.00044354837259468133,0.0007127068853796492,0.0009150139509885308,0.0005357793707910151,0.0003690521880262204
drop_0.45,0.01914466643890082,0.0033215155123049035,0.0027193215661729104,0.0030403098392336454,0.0024532523003070483,0.0022888072986327252,0.0019769346240435938,0.0008808687464559744,0.0011397048088999642,0.001936031697885267,0.0009253346134132609,0.0013525755797079394,0.0019105007360346057,0.001614408740544825,0.0011623274333153293,0.000950699020808362,0.0009820353145542637,0.0016173618567899358,0.0007944965186126768,0.0014843385051420608,0.0010089654081369848,0.0011018261267760816,0.0008027419408169129,0.0005321917196214442,0.0016844424441433145,0.0014760883644330007,0.0006342737797252876,0.0007789438210566343,0.0005649765267176402,0.0005716267697027075,0.0006623729964552999,0.0007301026695568426,0.0009306097444904702,0.0004946807798167179,0.0004946318022546573,0.0008599184514588115,0.00039585168480944815,0.0013558305870997641,0.0006447856529242721,0.00022286082538410039,0.0006226859724521086,0.0011255839297207556,0.0005831987977152453,0.0005854633692577786,0.0005945716873011729,0.0009936908020549914,0.0005955783511603104,0.0006274344349640176,0.000501038306124162,0.0005264388089588453,0.0005599390573825669,0.0003098014725251592,0.0004080309428652682,0.0004346688727667925,0.0006166373551008156,0.0007466631642018017,0.0008082773248488527,0.0007337225980252299,0.0008849392479336771,0.0005604361362268801
drop_0.50,0.020682253235551385,0.0013173295745529069,0.0031196372921219115,0.0018541698857103656,0.0014311465904390372,0.0015029608068042794,0.002174121049799907,0.0016835544275957562,0.0016597497452395646,0.001508885387833847,0.0007349079475923117,0.0008142323941710217,0.001741911475908962,0.0007091412714282263,0.0008834621658317371,0.0008402706426290036,0.0010297029225400127,0.0013937831782593582,0.0011793597111309153,0.0009869529629721173,0.0007409550123632123,0.0014994524345917617,0.0004471832076440131,0.0006046170844211377,0.0008059613056118286,0.0011025138543869837,0.0008208776868616132,0.001002621604860144,0.001160602603345248,0.0006851789658758373,0.0010849050890875734,0.0005985380485995735,0.0014464568475719745,0.0004328254219605089,0.00047505839608834544,0.0011520756192566024,0.0003643962587374776,0.000666917272822323,0.00034709531827792714,0.00040500210834763936,0.0005722667264563421,0.00039074597458961166,0.0007358123867078753,0.00046769894305877203,0.0006787188505430583,0.0005948269260231196,0.0007702115077543462,0.0006349015431350569,0.0003550433439209986,0.0004089182238135343,0.0004492581972806947,0.0008590238016816125,0.0007074912203552526,0.00014159787988350864,0.0009339188769529077,0.00101078431053943,0.0006375943999882196,0.0005986461141245254,0.0008001952500600994,0.000267630535111563
drop_0.54,0.011829673092762167,0.0028482358504084886,0.001878005786251614,0.004007507519968828,0.0028214313873181044,0.0032997865819349307,0.0019458132998565354,0.0022430743031405416,0.0017649008877614336,0.0017539586184524307,0.0011626026620931258,0.0010992388165155889,0.0009588195797761635,0.0006360031492644044,0.0017973236144458917,0.0010134512058709599,0.0015389327494994408,0.0013010563649233325,0.0009383161825581109,0.0005429178606398393,0.0009705635591008631,0.0012254996889243463,0.0010260414356094778,0.000788277667403429,0.0007253009930881329,0.0016378661023825855,0.0005666940556394861,0.0010652072076977063,0.0006078192661149948,0.0007890374483470313,0.0004912408943584122,0.0009530532630416217,0.0004331732896071218,0.0007372006781290219,0.0005486003371413072,0.0004371497716831363,0.00017004199857209113,0.0007089144579169271,0.0003092686598622964,0.0004682040854737692,0.001020050409123682,0.0006390531207978613,0.0007890505396650721,0.0004919695394280804,0.00021830840761729813,0.0005409398700919666,0.0006565093371570338,0.0005051789419198475,0.0006185575541128476,0.0004391345572776258,0.0005298537700458548,0.00047927980376628166,0.0006505711085723955,0.00019308707336325275,0.0006429644945188244,0.000535312152479167,0.0005567282364765485,0.00044346899134139626,0.00047037591906586474,0.0005496925164440237
drop_0.58,0.01529041970260001,0.00314068297112828,0.0010749797429342718,0.002747368889383153,0.0012498118990488245,0.001160222031916835,0.0013690089326642383,0.001476272725457965,0.0009349185608278244,0.0014361165016575973,0.0016522205785418765,0.001793916171063182,0.0010268343487399299,0.0010207407235686445,0.00045451020107955647,0.0007435038580563568,0.0007298650154849461,0.000773497814003336,0.00034133651640480165,0.0007965946469754644,0.0008827311902160906,0.00035273814701783016,0.0013319287838663833,0.0005324606768780364,0.0006100265885433864,0.0006713117131662928,0.001432965850463507,0.0005424102542532123,0.0005931041354227666,0.0007507960252654519,0.0005152775855042923,0.0005805436410670964,0.0008544596425596287,0.0005129274555268876,0.0010053835503572633,0.00062424925370788,0.0005537985445854192,0.0009187518500884759,0.00047069830986084095,0.0007595106970550851,9.40410442418269e-05,8.572933903660432e-05,0.0011530806805249657,0.0010998984385084615,0.000913565999833427,0.0005626252113344197,0.001000586629761244,0.00012471945417258522,0.0009351856783278569,0.0007483962421917131,0.0004156746846786603,0.00056181103423806,0.0002360579001348389,0.000337363783295146,0.00043027130861107065,0.0004751756983254628,0.0003845928109654919,0.0005342125362501257,0.0006635506848729618,0.000747239388406941
drop_0.62,0.01808835872648742,0.0032013884486257497,0.0022793473044224436,0.0024024222251795998,0.0010243269456795571,0.0015614488753572168,0.0022537118784618023,0.0011934191978364794,0.0012530984633353352,0.0012216473319406629,0.0007348389812731864,0.0016951224768392426,0.0011139614015916552,0.0011472172646235632,0.0003849604946247648,0.0007013435868765681,0.0009406876934464055,0.0017463293248364516,0.0006409335359624065,0.00036360359207711135,0.0009098959341244017,0.0010383385401934592,0.0007788324143000502,0.0011885451511504765,0.0010684498733447936,0.0009105511611794386,0.00041103475941238926,0.00022855325094152417,0.00033979977401306236,0.0008076749596086551,0.0006778430774502197,0.0011500416830020192,0.0007478968187889906,0.0009286915159645421,0.0005433436403242823,0.00037139831681766195,0.0003185865386954456,0.0007090938890674351,0.00045073346967075,0.0007295860938102458,0.0007780765646896175,0.0008201119609835794,0.0009177001672507047,0.0006174179791767308,0.0011435098568951256,0.00020190016687952214,0.0005804610316966205,0.0005913621056387724,0.0005389624620658794,0.0004925428105198306,0.0006097242294530669,0.00032046544886326695,0.00039536208390896784,0.0004991084141887117,0.0005981716766913983,0.0006027010055506373,0.0004479438927528454,0.0003784854632008267,0.00029121792205158713,0.0007627152394153086
drop_0.66,0.01007119525801769,0.0011329119740496525,0.0025945699511220393,0.0024508620637829735,0.0014180765716758446,0.0016721068741974688,0.002144695586216152,0.0012572487639383625,0.0015663144538745493,0.0008347030059949448,0.0017177873168700015,0.0009779907888676973,0.0006226500119201815,0.0012355971026179104,0.0010326087202996554,0.0009359851424162382,0.0013579667980706419,0.0007343722512346819,0.0007669440442716907,0.00041444554488779867,0.0008049927531592146,0.0006730621782867911,0.0011582831416102732,0.0005022094011983285,0.0005397052209787503,0.0005882485500258159,0.0014236104857131044,0.000497536416830182,0.0009133858104280897,0.0006133807752644047,0.0004545171844262198,0.0006281578964001254,0.0007742541837109461,0.000874706725506522,0.00032979329546821537,0.0009396609011696301,0.0005887641491157939,0.001304256924235375,0.0003706480656943587,0.0008735931099802735,0.0004644922506423868,0.00046831265196838707,0.00032302859014906373,0.00042994153332006566,0.00039284580738802,0.0008065416989469533,0.00029155447522600256,0.00026487555009107846,0.000583192122508491,0.0006571656310078355,0.0004227680605365085,0.0004251322618574914,0.0006419085662270172,0.0002970964286258963,0.0005355843273871928,0.0005898292426715674,0.0007707532070268073,0.0005032887605339652,0.0006055346423135574,7.407358916787793e-05
drop_0.70,0.012783625284945428,0.0027855934993790965,0.002276565790933941,0.0014879132109043723,0.0010593688037328442,0.0010633862122965763,0.0016261865590383243,0.0015785580610699363,0.0009739523435814898,0.000544701161751703,0.0011673346954089695,0.0015016987859958627,0.0012231799571322986,0.0010550608856368503,0.0012368757089650266,0.0006701078125607862,0.00042110071990948266,0.0009694071453874895,0.0006802639200924008,0.0005950519493830381,0.0006449211901089589,0.0003799763750291567,0.0005719132169246806,0.0006182499120484077,0.00044095797900610005,0.0008916366516584502,0.0004529981629075342,0.0002146112579822408,0.00048286747708447105,0.0002105360201441291,0.0004301400492605017,0.0005357277865506988,0.0004049898774253664,0.000423908811980101,0.0008149471739297029,0.0006005265171594768,9.323104132385692e-05,0.0005174851693590751,0.0003334567346966056,0.0006407963386627503,0.0002646765903426,0.0004896190472521738,0.0005784384310047272,0.000471790333113734,0.0008088364536752476,0.0006722852252194212,0.000314782862024402,0.00034969962592606296,0.0003372199739942248,0.000651111319918043,0.0006405190322630484,0.0003146373762998115,0.00043885877258003015,0.00037237508822169133,0.0005915577045568621,0.00048670051561550316,0.0004276011374403621,0.0007252480857380024,0.00042051379987499324,0.0003517333707597853
drop_0.74,0.017548255012726735,0.0014371393872231264,0.001247344017885929,0.0017703101644802024,0.001119510862072962,0.0007230779926852947,0.0016284412880582131,0.0009637104690446223,0.0007984317160648329,0.00041440737053474307,0.001812058698425463,0.000734912075151042,0.0005937548728681294,0.0006629709417690577,0.0010724231575154678,0.0008866056004220734,0.0010643768318065808,0.0010388072245001083,0.0006946171753595681,0.0010022084081478283,0.000474044472343261,0.0005800568739669865,0.0007168709787634087,0.00034418580084190554,0.0006741467112843934,0.0007034395222409596,0.0004738956983962225,0.0008801834282863094,0.00030336114519162634,0.0007037499851321624,0.0003574456593096724,0.00030727720321912865,0.0009497747886283967,0.0004929033576605876,0.0009212583710396309,0.00033055561939224985,0.0003001613724014195,0.00039971863326756157,0.0004633749670296954,0.00030450267266569556,0.0001886065963312274,0.00021797531029471215,0.0004279569332718795,0.000527439251989667,0.00010536600354405401,0.00021970359548871473,0.0003209246847479983,0.0004278605694253196,0.0002488656974602553,0.0006940165383975343,0.0008820958467383471,0.00046734334010490767,0.00019098940594483067,0.00066875190968841,0.0004157353248629817,0.00042561776163115825,0.00019647808147821928,0.0004887514581255821,0.00019748192430238585,0.0003903556299937923
drop_0.78,0.005307839690664566,0.002689713725786256,0.002625029847554393,0.00124863601458569,0.0012312174624850394,0.0014473125222323063,0.0009946974098965916,0.0010673402378442334,0.001270489899693673,0.001166876604522865,0.0005098622004599756,0.0006553787307846136,0.0007372667743253616,0.0009963029466161252,0.0008406551713454639,0.00039874140891287755,0.00047586012208331426,0.000938262824208586,0.00047245423026790395,0.000846377703271618,0.0006909204705951237,0.0004943819316873432,0.0006883275199039422,0.000873225566390584,0.0007203502586331434,0.000526069179778215,0.000524629361870219,0.0006651570912803318,0.00046493961689602156,0.0007094924180522053,0.0005775737439138573,0.00030780621112807643,0.0005313288978098105,0.00023016852774085115,0.0006512773466610599,0.0004334637955706117,0.000592306782503001,0.0003017592345789986,0.00040703542908846065,0.000484616181287268,0.0006700789435244789,0.000472839964125108,0.0004252775042432693,0.0005180309531689747,0.00030144261175468767,0.0003400426545194463,0.0005225041956277083,0.0006068559965681855,0.0003986236144591191,0.0005480558744473477,0.00031257693078626714,0.000398902569661515,0.0003582694946602483,0.00048649675153797877,0.00027482035740945826,0.00018998683508456878,0.0002442073215828411,0.00023807635244502178,0.0005393256976328383,0.0004581948654478642
