seed,tau,pred_pooled_raw,pred_pooled_floor,pred_pooled_corr,pred_strat_raw,pred_strat_floor,pred_strat_corr,steer_u_raw,steer_u_floor,steer_u_corr,steer_xi_raw,steer_xi_floor,steer_xi_corr,gap_u_corr,gap_xi_corr,fail_rate
42033,33,1.2916680669752718,0.0012579683706402255,1.2904100986046316,1.280279347780388,0.0022794921682048556,1.2779998556121832,0.008017887817216261,0.0037301504630443167,0.004287737354171945,0.00810941875177431,0.002880504893488819,0.005228913858285491,1.2737121182580113,1.2727709417538977,0.0025
42034,34,1.531140701245603,0.0034405670606336377,1.5277001341849694,1.5965639481729728,0.002193927356140638,1.594370020816832,0.045042096655415094,0.0010829135261791944,0.0439591831292359,0.04528991833811165,0.0010265564422598523,0.0442633618958518,1.5504108376875962,1.5501066589209802,0.2725
42035,35,1.2180986910365532,0.0032596628882211303,1.2148390281483321,1.4081881291908926,0.00455154937283428,1.4036365798180583,0.0030024956579797844,0.004067130334823001,0.0,0.00310160512203294,0.0018471115179888558,0.0012544936040440843,1.4036365798180583,1.4023820862140142,0.9
42036,36,0.9186950743828194,0.0010259992417291238,0.9176690751410903,1.0263170556788928,0.008747771593222677,1.01756928408567,0.028555797995859215,0.0017730820224193958,0.02678271597343982,0.027973388074389007,0.0022097792335058915,0.025763608840883117,0.9907865681122302,0.9918056752447869,1.0
42037,37,0.9511645155136496,0.0013959085019185277,0.949768607011731,1.0795361579185407,0.008392599239834266,1.0711435586787064,0.017123675449298673,0.0015573971814132719,0.0155662782678854,0.016644358463739937,0.002536279370647443,0.014108079093092495,1.055577280410821,1.0570354795856138,0.995
42038,38,0.9180168841881636,0.001399414391829916,0.9166174697963337,1.0412015779084118,0.008256965749769796,1.032944612158642,0.04178637830949445,0.02030601711649815,0.0214803611929963,0.041102543176477296,0.0038860287600873673,0.03721651441638993,1.0114642509656457,0.9957280977422521,1.0
42039,39,0.9459561116871384,0.001478029169533967,0.9444780825176045,1.0178939906393154,0.009632606959054317,1.0082613836802612,0.0161251632531046,0.0013447730720541422,0.014780390181050459,0.015616159063551651,0.0016972169821330163,0.013918942081418634,0.9934809934992107,0.9943424415988426,1.0
42040,40,0.9389513945373227,0.0009005442459230218,0.9380508502913997,0.9809013446933774,0.009551747755611701,0.9713495969377657,0.027642638703536407,0.0019853682081976986,0.025657270495338707,0.0269888900434001,0.0027320552827082983,0.024256834760691803,0.945692326442427,0.9470927621770738,1.0
42041,41,0.9451835236821572,0.0014703657279514471,0.9437131579542057,1.043235095115676,0.008658686405079509,1.0345764087105964,0.04285597600134192,0.003319817962508672,0.039536158038833244,0.0420562334651425,0.0022948792675070843,0.039761354197635414,0.9950402506717632,0.994815054512961,1.0
42042,42,0.9419787036242318,0.001402224297512306,0.9405764793267194,1.0428727700367297,0.007500930910296677,1.035371839126433,0.04043819336555232,0.0027615023762113853,0.037676690989340934,0.03953558744560326,0.003478059048568349,0.03605752839703491,0.9976951481370921,0.9993143107293981,1.0
42043,43,0.955982005725896,0.0023937033527589987,0.953588302373137,1.0194805493672439,0.00803325585828068,1.0114472935089631,0.030880341760805563,0.0017925785372066981,0.029087763223598864,0.030159154648664414,0.002356975857519102,0.027802178791145313,0.9823595302853643,0.9836451147178178,1.0
42044,44,0.9739883379558371,0.001633093490241628,0.9723552444655954,1.0680325487536741,0.00830874690969836,1.0597238018439759,0.02729703468174947,0.002923007557689295,0.024374027124060175,0.026647191554220784,0.0011903963925961197,0.025456795161624666,1.0353497747199156,1.0342670066823512,1.0
42045,45,0.981631493222841,0.001577374855993672,0.9800541183668474,1.0645789740161447,0.00816432432441564,1.056414649691729,0.046861317723301626,0.0022942483257905417,0.04456706939751109,0.045968556485424576,0.004559539335365624,0.04140901715005895,1.011847580294218,1.01500563254167,1.0
