tau_s,tau_h,Baseline (Gaussian/Gaussian) | seed=777,Baseline (Gaussian/Gaussian) | seed=778,Baseline (Gaussian/Gaussian) | seed=779,Baseline (Gaussian/Gaussian) | seed=780,Baseline (Gaussian/Gaussian) | seed=781,Baseline (Gaussian/Gaussian) | seed=782,Baseline (Gaussian/Gaussian) | seed=783,Baseline (Gaussian/Gaussian) | seed=784,Baseline (Gaussian/Gaussian) | seed=785,Baseline (Gaussian/Gaussian) | seed=786,Bounded Agent (Uniform/Gaussian) | seed=777,Bounded Agent (Uniform/Gaussian) | seed=778,Bounded Agent (Uniform/Gaussian) | seed=779,Bounded Agent (Uniform/Gaussian) | seed=780,Bounded Agent (Uniform/Gaussian) | seed=781,Bounded Agent (Uniform/Gaussian) | seed=782,Bounded Agent (Uniform/Gaussian) | seed=783,Bounded Agent (Uniform/Gaussian) | seed=784,Bounded Agent (Uniform/Gaussian) | seed=785,Bounded Agent (Uniform/Gaussian) | seed=786,Heavy Tail Noise (Gaussian/Student-t) | seed=777,Heavy Tail Noise (Gaussian/Student-t) | seed=778,Heavy Tail Noise (Gaussian/Student-t) | seed=779,Heavy Tail Noise (Gaussian/Student-t) | seed=780,Heavy Tail Noise (Gaussian/Student-t) | seed=781,Heavy Tail Noise (Gaussian/Student-t) | seed=782,Heavy Tail Noise (Gaussian/Student-t) | seed=783,Heavy Tail Noise (Gaussian/Student-t) | seed=784,Heavy Tail Noise (Gaussian/Student-t) | seed=785,Heavy Tail Noise (Gaussian/Student-t) | seed=786,Baseline (Gaussian/Gaussian) | mean,Baseline (Gaussian/Gaussian) | ci_lo,Baseline (Gaussian/Gaussian) | ci_hi,Bounded Agent (Uniform/Gaussian) | mean,Bounded Agent (Uniform/Gaussian) | ci_lo,Bounded Agent (Uniform/Gaussian) | ci_hi,Heavy Tail Noise (Gaussian/Student-t) | mean,Heavy Tail Noise (Gaussian/Student-t) | ci_lo,Heavy Tail Noise (Gaussian/Student-t) | ci_hi
28718.589743589742,7.9773860398860394,0.02640864468089845,0.020844427695038067,0.023970142378897514,0.027680027913119475,0.025421262155775427,0.023681815540363617,0.026959973784206046,0.02357817508099181,0.025775466272869738,0.025689932858452457,0.025834493914163693,0.029966923896791026,0.02537420552640336,0.023432770171993522,0.0275525530628643,0.023244437053517773,0.027230012143711277,0.021462046898773336,0.028942990460779437,0.02426097930627399,0.03614367704431968,0.036252919398937385,0.03430214151611306,0.034085161052939184,0.03399615970388078,0.03589031576068812,0.04034116612084881,0.03273315754154076,0.036975073291442465,0.03496725423420723,0.025000986836061258,0.023755356121380442,0.026246617550742073,0.025730141243527172,0.024054110220413216,0.02740617226664113,0.03556870256649174,0.03425657552707494,0.03688082960590855
30769.846153846152,8.547179487179486,0.024691854409462168,0.026619490314518535,0.025866137547600386,0.02591282498945368,0.024083714322599713,0.02901812502824437,0.023845241259269116,0.015399680604786595,0.02245460312335747,0.020886799618290885,0.023333027808748328,0.020775821319614723,0.02275892443477292,0.021086272834382584,0.024048348848207758,0.025135148930097575,0.01818808047138902,0.023458249032271717,0.025436249651198506,0.02069792571831988,0.03206477522858011,0.03293353942321097,0.03753920948719447,0.036275251651961125,0.029294570304378213,0.03120821590928904,0.03217919763678024,0.02913611844045203,0.03533593877387076,0.03229602119046904,0.02387784712175829,0.021562554807030967,0.026193139436485616,0.0224918049049003,0.021083703563327044,0.02389990624647356,0.0328262838046186,0.031092762684325165,0.03455980492491203
32821.10256410256,9.116972934472933,0.01708914971020216,0.024753233473303184,0.021597589910181736,0.02349116286558558,0.024599105174215777,0.022279195781749406,0.02427540806362907,0.020930866695270983,0.02239300682936422,0.015462256631762613,0.022884356481673578,0.019648167091078035,0.019638910840556915,0.022693318603302086,0.016277517454036317,0.023286447534784812,0.019314659474665496,0.018735541676401596,0.01901816997751825,0.018884763142984082,0.03034146380915184,0.027325470981517122,0.02732478192799947,0.02680072303165186,0.026833279670414587,0.030084380412472342,0.030595381124345667,0.03066592815434574,0.033551842663874384,0.02839086768890019,0.02168709751352647,0.01973637220116342,0.02363782282588952,0.020038185227700116,0.01865618326132679,0.02142018719407344,0.02919141194646732,0.02781847631423529,0.030564347578699354
34872.35897435897,9.68676638176638,0.02098488827043293,0.021382473217128398,0.022413990126538656,0.018345643874853285,0.017815759878981655,0.021434699307147552,0.023347103712039755,0.024812412863466457,0.017895115007631288,0.012757887439494582,0.021818552908726977,0.02415968416544551,0.022767042097255004,0.01681918261204299,0.018588142025089065,0.022420557337805118,0.020938620107996794,0.022627746628147285,0.020728859764650966,0.019930127672354435,0.03101673883672673,0.0318060499375242,0.03144932987991252,0.026621183109708922,0.030714422073211563,0.027808433470649322,0.025593595803905852,0.023983749955339174,0.024380440063235694,0.026292389297531818,0.020118997369771456,0.017958347094156005,0.022279647645386907,0.021079851531951417,0.019726702489831074,0.02243300057407176,0.02796663324277458,0.02608763762986757,0.029845628855681587
36923.61538461538,10.256559829059828,0.02093850129283302,0.018344656481739288,0.017894638124560797,0.01867405497921384,0.021871068595238467,0.018876913367557636,0.019858993935598937,0.01774574012867705,0.022508127121041784,0.019928517866494057,0.020620898095551024,0.01777078835766716,0.021000295640809675,0.02159876254944844,0.018064068586650862,0.019165679794365842,0.017866631419050993,0.02194011398433371,0.019582204650135375,0.020713604093860697,0.02372238524556134,0.028392800936976124,0.03143961206078456,0.020327098853841236,0.020869598378041962,0.02610854055070139,0.02536986020892699,0.028998662867638435,0.02521455305202936,0.02881157525627428,0.019664121189295485,0.01863437645504045,0.02069386592355052,0.019832304717187377,0.018861659102151884,0.02080295033222287,0.02592546874107756,0.02369198486352253,0.02815895261863259
38974.8717948718,10.826353276353277,0.020052384390707608,0.01770452448262026,0.016897420668329433,0.018917230436794497,0.015551454190592869,0.016547261024148087,0.021818925530913594,0.015412889658415347,0.016529963237715148,0.019426932682690735,0.019950862221899197,0.0157996510263292,0.022295558847326345,0.016982702975189713,0.015478448844340046,0.0181571602909286,0.017491898193601477,0.019531497548018157,0.013819505541470383,0.020601125666579304,0.020071937136993852,0.024328749750223432,0.030959697544270817,0.029588799970553862,0.02323551305476482,0.025631878744955188,0.031950717088899024,0.020350297922988737,0.027844083432710467,0.021683685605915624,0.017885898630292756,0.016582417082355666,0.019189380178229846,0.018010841115568242,0.016392476974914222,0.019629205256222262,0.02556453602522758,0.02286563022974667,0.028263441820708488
41026.1282051282,11.396146723646723,0.02237976369568504,0.01565091695946247,0.017243456588333695,0.018200797588813045,0.02111985968728785,0.019262384929883962,0.01861360782204648,0.018170027259293876,0.01885145049777802,0.016686170543937506,0.017264975557549113,0.015209730747162805,0.020278367185028626,0.017958435756660243,0.019335829893849483,0.018042876504188166,0.014158808379113015,0.017619248941426784,0.01465935415650027,0.01769052163271821,0.028857216876286198,0.02864028622613283,0.02573637311597626,0.019917354558023227,0.024649826981492172,0.022775643434414277,0.025412586425773497,0.023925493337184037,0.02393517627736294,0.025183685074034356,0.018617843557252194,0.01738378248189817,0.019851904632606217,0.01722181487541967,0.01599251960649182,0.01845111014434752,0.024903364230667975,0.02327693897278703,0.02652978948854892
43077.38461538461,11.96594017094017,0.012210206559999557,0.017697040250464736,0.018701840924748712,0.012491615460299574,0.015023737696796309,0.019082713691556768,0.015237880704822656,0.017213006779031228,0.017072974968116883,0.01847068806119615,0.016678109954167162,0.014080958715813446,0.01823847206736172,0.016442934328756265,0.018591578568213158,0.015139333211081189,0.01853873899187216,0.013567057028389338,0.01771958377923989,0.01703979494093941,0.024118345065647046,0.021459142912140884,0.02165401328221861,0.027557743288867415,0.02149924134965884,0.023009001627642058,0.029199094548018285,0.026130245154764035,0.023104585723590518,0.022687070521604624,0.016320170509703257,0.014779798794706773,0.01786054222469974,0.01660365615858337,0.015480303069948567,0.01772700924721817,0.024041848347415233,0.022364152897263758,0.025719543797566708
45128.64102564102,12.535733618233618,0.016330540534223496,0.014882788181764164,0.01110581934759574,0.019332704000728885,0.015394810746518677,0.015932686822263044,0.015610625276288244,0.02124548992088695,0.012978468058676262,0.018487791898144087,0.02081429976484431,0.018929228664674495,0.01750565016809624,0.015070052517580203,0.013495527662602426,0.014589520554041023,0.014676336015199382,0.018756041343093964,0.01921798078980104,0.02073424885626685,0.02014935890259677,0.01875999701288636,0.0258021802240547,0.021485193910468617,0.022631963101257577,0.0196049785678926,0.02125140393025083,0.021366818716115312,0.020264059470880714,0.020501562198174925,0.016130172478708953,0.014286877358634388,0.01797346759878352,0.017378888633619992,0.015697242762310694,0.01906053450492929,0.02118175160345784,0.019971705750888424,0.02239179745602726
47179.89743589744,13.105527065527067,0.020051359932487363,0.015451488099725661,0.013357887669146121,0.012801019898359632,0.012161673996774964,0.012851653053953502,0.015136816789479202,0.014191723078239514,0.012212135857153458,0.018201837954653886,0.013257988130833244,0.014043481176315254,0.01467159849559035,0.01438039769436775,0.013814262633853243,0.017463925985142226,0.016490447751118152,0.01674915921011981,0.01694979650231136,0.016056797655940515,0.02259886580335637,0.020295388562597192,0.021749307543609316,0.02216219201447624,0.024895511049686323,0.020055964879897224,0.023080999976413347,0.022719771971622126,0.022899273220607953,0.02145923093863955,0.014641759632997329,0.012997566006011464,0.016285953259983194,0.015387785523559188,0.01444977587918134,0.016325795167937036,0.022191650596090566,0.02131665827100706,0.023066642921174073
49231.153846153844,13.675320512820512,0.01717253122047116,0.017861791943294326,0.015921466558581874,0.01856317214937151,0.018705380922465282,0.015382076674702863,0.014211147053463047,0.011950036912143651,0.01723356587552948,0.014614786096912063,0.016628013077839128,0.014160310830310888,0.017586874226857483,0.014425327718456336,0.01749778615238761,0.012760715207302818,0.015088422324414402,0.012445055798743639,0.0196236050783166,0.012986788802977859,0.01809355857480126,0.01893636494645404,0.021460693400721396,0.02262330471524482,0.019265300706467526,0.02311189161001806,0.018976707801349222,0.022477420362525587,0.02176312576969108,0.023443027247417363,0.016161595540693525,0.014824286520208976,0.017498904561178075,0.015320289921760674,0.013822324435495118,0.01681825540802623,0.021015139513469037,0.01977817690903872,0.022252102117899353
51282.41025641025,14.245113960113958,0.012990745583926317,0.01290747872425192,0.013857307430331898,0.01306244696255616,0.011693293339490953,0.011729444283125322,0.012926194342704667,0.014959544100546635,0.0155614678819059,0.011904685406823946,0.019319747379075304,0.01423092432503774,0.012739295656491257,0.01302286604200059,0.01479569133537621,0.017764442984045763,0.010974069062564101,0.013962844555336187,0.01949662103974955,0.015333564791893772,0.017161022554843385,0.020063573508295955,0.01596339550884986,0.020815592566304903,0.02456125239332745,0.017489655081483063,0.0203188344521822,0.018753501237592066,0.022915245806220893,0.01759966186121127,0.013159260805566373,0.012347937568594279,0.013970584042538467,0.015164006717157046,0.013395192818229984,0.01693282061608411,0.019564173497031108,0.017883901340004508,0.021244445654057708
53333.666666666664,14.814907407407407,0.013179986552693316,0.014608969875986684,0.01254246593410236,0.01363259160690082,0.016165214544809053,0.014210000590826607,0.01225627267086863,0.0113808075702458,0.01300607236715027,0.012394651057699695,0.010400538476502286,0.013400447433075249,0.015356604522399873,0.01389023091447569,0.013008294082438912,0.014879120693650863,0.01262653809738532,0.01421615924849373,0.018444225088809392,0.01163874262591392,0.014500851482676021,0.014819103343321156,0.018382149705867344,0.0177687396387183,0.017368393195998602,0.016996989344403062,0.01533549695613603,0.016361952577280233,0.020402035800828947,0.017082211486925243,0.013337703277128323,0.012483016715146796,0.01419238983910985,0.013786090118314522,0.012419936537263823,0.015152243699365221,0.016901792353215494,0.015802718125817655,0.018000866580613333
55384.92307692308,15.384700854700855,0.013861944459655192,0.012980898080647573,0.012636987230318565,0.012433513810323673,0.011950689604947518,0.010850338857622224,0.013324553870611593,0.012438070390820597,0.014958829988573065,0.010185721731956077,0.013214478571879438,0.008432031355607902,0.011334573400389155,0.014984771784156126,0.009347541842804343,0.013032300289574325,0.013775706524978323,0.011219890673028567,0.013075728151696643,0.015205830762683075,0.015423342897823596,0.01912010516544161,0.01617779442771028,0.015964438501361578,0.015675651616210942,0.018606017340453952,0.019400577679273903,0.016686826878409042,0.020492850045968805,0.021946795006624255,0.012562154802547607,0.011705847996510688,0.013418461608584526,0.012362285335679788,0.010968061323431281,0.013756509347928296,0.017949439955927796,0.0165394223151245,0.01935945759673109
57436.179487179485,15.954494301994302,0.010608805818662994,0.012347942439894562,0.013436277794931652,0.011594925233198801,0.01086291921668605,0.015175454333898894,0.013253907375295923,0.012732399893728727,0.010050762643297143,0.013742473784706898,0.010938876360885887,0.01195003716093108,0.01700534450365155,0.0116446873699876,0.015422873749682922,0.0074676303336217165,0.013073873793272744,0.011330752052439065,0.011001034223808086,0.01343399250859706,0.014961762077660267,0.019977051845765766,0.018842975054568147,0.020831505529350532,0.018348153535350874,0.019409404169905126,0.017979745274234654,0.016158123620117305,0.017617325320583358,0.01671556362437948,0.012380586853430164,0.011386423717371745,0.013374749989488583,0.012326910205687772,0.010698143290601777,0.013955677120773767,0.01808416100519155,0.016969801059786398,0.019198520950596702
59487.43589743589,16.524287749287748,0.012866197524004756,0.010905089438863898,0.01504334708788576,0.010415090520026492,0.010306779160615313,0.00861302014195433,0.01520857022140383,0.010301629137443766,0.010221967976071968,0.009326336316696809,0.01396759009271394,0.012711254256272704,0.012481667654635143,0.011165435739611287,0.01079786945924991,0.011009712786792374,0.012519239577595757,0.014159314613860904,0.010523006115619762,0.009663605240811923,0.020168494273665214,0.018370818650874705,0.02010105589832046,0.013646925971607719,0.016956852392876715,0.02063181655854094,0.01908354908512815,0.01569160618550941,0.015957519626257917,0.017049339613731337,0.011320802752496693,0.009905372949941553,0.012736232555051833,0.01189986955371637,0.010971237668494225,0.012828501438938515,0.01776579782565126,0.016345700350316034,0.019185895300986484
61538.692307692305,17.094081196581197,0.012402126390648686,0.009994691673027077,0.013367488973746875,0.011058754736914197,0.008183306022231482,0.011662865435498646,0.01117010988208338,0.009985327854076995,0.013738508768188008,0.008010979868341803,0.010904410600292253,0.013202389186173629,0.011333660226904888,0.0087244584724011,0.01093009553186114,0.011091780673874783,0.012575393799051813,0.013072241499171465,0.010618430807378313,0.008130907320489673,0.013725028507661472,0.015551387475011495,0.017642543059525333,0.018389969451535964,0.01869320118476483,0.01642321799383064,0.017244325534975034,0.01794908717177602,0.01713951382977536,0.013813470959018116,0.010957415960475714,0.009745117552967746,0.012169714367983683,0.011058376811759906,0.010019582670031132,0.01209717095348868,0.016657174516787422,0.015557593755473857,0.01775675527810099
63589.94871794872,17.663874643874642,0.009291863359243082,0.010222073177425866,0.013531582903945029,0.00977512579124432,0.011385056831738911,0.0101337859300309,0.011514550718504865,0.011028614293167097,0.010857123118874745,0.012380693832833897,0.011057702615249443,0.014158183513229929,0.010813715597345001,0.011401301491548464,0.008820574611917884,0.009338362745326375,0.011042669319558654,0.00898750460033065,0.011039681719025255,0.012613470107836105,0.016682353088656954,0.015865981953110068,0.01645085026201254,0.016291701453270052,0.015442270217150469,0.016108640479716194,0.016672378139913326,0.012420831595926485,0.016531197957167773,0.015501714346950564,0.01101204699570087,0.010224758619095201,0.011799335372306539,0.010927316632136776,0.00990913843060536,0.011945494833668193,0.01579679194938744,0.015010771420518924,0.016582812478255958
